# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles:u' (time slices: 548702.389501264,548709.610634503)
# Event count (approx.): 18118097312
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  .................................................  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001ff3c7
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5CX__pop_common
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000013130a1
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] FLOAT_add_FMA3__AVX2
     0.07%  python   libtorch_cpu.so                                    [.] at::native::clone(at::Tensor const&, std::optional<c10::MemoryFormat>)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000003ec4ec
     0.07%  python   python3.11                                         [.] meth_dealloc
     0.07%  python   libc10_cuda.so                                     [.] __tls_get_addr@plt
     0.07%  python   [unknown]                                          [k] 0xffffffff851a7c71
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000134b6be
     0.07%  python   libtorch_cpu.so                                    [.] torch::autograd::AutogradMeta::AutogradMeta(c10::TensorImpl*, bool, torch::autograd::Edge)
     0.07%  python   python3.11                                         [.] PySequence_Size
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001b825c
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000003edb91
     0.07%  python   [vdso]                                             [.] 0x0000000000000b3d
     0.07%  python   libtorch_python.so                                 [.] THPPointer<_object>::free()
     0.07%  python   python3.11                                         [.] PyDict_Size
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001b55b7
     0.07%  python   python3.11                                         [.] cell_dealloc
     0.07%  python   libtorch_cpu.so                                    [.] at::storage_copy(c10::Storage&, c10::Storage const&, bool)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001b847e
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000032af0f
     0.07%  python   python3.11                                         [.] PyDict_SetItem
     0.07%  python   python3.11                                         [.] resize_compact
     0.07%  python   python3.11                                         [.] PySequence_Fast
     0.07%  python   libtorch_cpu.so                                    [.] at::meta::structured_add_Tensor::meta(at::Tensor const&, at::Tensor const&, c10::Scalar const&)
     0.07%  python   [vdso]                                             [.] 0x0000000000000ae0
     0.07%  python   libtorch_cpu.so                                    [.] at::Tensor c10::Dispatcher::redispatch<at::Tensor, at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt>(c10::TypedOperatorHandle<at::Tensor (at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt)> const&, c10::DispatchKeySet, at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt) const [clone .isra.0]
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002f7def
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_DescrFromType
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c751f
     0.07%  python   libtorch_cuda.so                                   [.] c10::TensorOptions::device() const
     0.07%  python   libtorch_python.so                                 [.] torch::PyWarningHandler::PyWarningHandler()
     0.07%  python   libtorch_cpu.so                                    [.] torch::autograd::VariableType::(anonymous namespace)::detach(c10::DispatchKeySet, at::Tensor const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002994d9
     0.07%  python   libtorch_python.so                                 [.] torch::autograd::dispatch_to(at::Tensor const&, c10::Device, bool, bool, std::optional<c10::MemoryFormat>)
     0.07%  python   libtorch_python.so                                 [.] torch::utils::is_numpy_available()
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001349d54
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] array_result_type
     0.07%  python   libtorch_cpu.so                                    [.] void at::native::checkInBoundsForStorage<long>(c10::ArrayRef<long>, c10::ArrayRef<long>, long, caffe2::TypeMeta const&, c10::Storage const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002710b3
     0.07%  python   _datetime.cpython-311-x86_64-linux-gnu.so          [.] datetime_astimezone
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334c9c
     0.07%  python   libc10_cuda.so                                     [.] c10::cuda::impl::CUDAGuardImpl::uncheckedSetDevice(c10::Device) const
     0.07%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt), &torch::ADInplaceOrView::(anonymous namespace)::select_int>, at::Tensor, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt> >, at::Tensor (c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt)
     0.07%  python   libtorch_cpu.so                                    [.] at::detail::check_size_nonnegative(c10::ArrayRef<long>)
     0.07%  python   libcudart.so.13                                    [.] 0x0000000000082823
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000134b551
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b234
     0.07%  python   libtorch_cuda.so                                   [.] at::cuda::(anonymous namespace)::initCUDAContextVectors()
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001c7882
     0.07%  python   libtorch_cpu.so                                    [.] at::detail::computeStorageNbytes(c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, c10::SymInt const&, c10::SymInt const&)
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::compute_shape(at::TensorIteratorConfig const&)
     0.07%  python   libc.so.6                                          [.] __memchr_avx2
     0.07%  python   libtorch_cpu.so                                    [.] at::internal::OpaqueOptionalTensorRef::~OpaqueOptionalTensorRef()
     0.07%  python   libc10.so                                          [.] c10::memoryProfilingEnabled()
     0.07%  python   python3.11                                         [.] tuplerichcompare
     0.07%  python   python3.11                                         [.] PyDict_GetItem
     0.07%  python   _objects.cpython-311-x86_64-linux-gnu.so           [.] __pyx_tp_new_4h5py_8_objects_ObjectID
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c74c8
     0.07%  python   libtorch_python.so                                 [.] c10::TensorImpl::device() const
     0.07%  python   libtorch_cpu.so                                    [.] at::impl::torch_function_mode_enabled()
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b3d2
     0.07%  python   python3.11                                         [.] PyObject_Str
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002f28ef
     0.07%  python   libtorch_cpu.so                                    [.] std::_Function_handler<at::Tensor (at::Tensor const&), torch::ADInplaceOrView::(anonymous namespace)::view_as_real(c10::DispatchKeySet, at::Tensor const&)::{lambda(at::Tensor const&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000273b9e
     0.07%  python   libtorch_cuda.so                                   [.] c10::cuda::impl::CUDAGuardImpl::uncheckedSetDevice(c10::Device) const
     0.07%  python   libtorch_cuda.so                                   [.] at::(anonymous namespace)::structured_ufunc_add_CUDA_functional::set_output_raw_strided(long, c10::ArrayRef<long>, c10::ArrayRef<long>, c10::TensorOptions)
     0.07%  python   python3.11                                         [.] vectorcall_method
     0.07%  python   libtorch_cuda.so                                   [.] at::native::(anonymous namespace)::_exec_fft(at::Tensor&, at::Tensor const&, c10::ArrayRef<long>, c10::ArrayRef<long>, bool) [clone .isra.0]
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000134b314
     0.07%  python   libcudart.so.13                                    [.] 0x000000000003741d
     0.07%  python   [vdso]                                             [.] 0x0000000000000b56
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000021c760
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000034dcc1
     0.07%  python   libtorch_python.so                                 [.] torch::autograd::THPVariable_le(_object*, _object*, _object*)
     0.07%  python   libcudart.so.13                                    [.] 0x0000000000028def
     0.07%  python   libtorch_python.so                                 [.] torch::autograd::THPVariable_set_(_object*, _object*, _object*)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000273b2b
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::set__source_Storage::call(at::Tensor&, c10::Storage)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000271c83
     0.07%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CompositeImplicitAutograd_dtype_to>, at::Tensor, c10::guts::typelist::typelist<at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat> > >, at::Tensor (at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b390
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000418201
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::div_Tensor::call(at::Tensor const&, at::Tensor const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000134a027
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000013354b1
     0.07%  python   python3.11                                         [.] dict_merge
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_Scalar
     0.07%  python   libtorch_cuda.so                                   [.] cudaError at_cuda_detail::cub::DeviceReduce::Sum<thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::use_default>, int*, long>(void*, unsigned long&, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::use_default>, int*, long, CUstream_st*) [clone .isra.0]
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] FLOAT_setitem
     0.07%  python   libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl_nocast<__nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&, float), &(void at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)), 1u>, float (float)> >(at::TensorIteratorBase&, __nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&, float), &(void at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)), 1u>, float (float)> const&)
     0.07%  python   python3.11                                         [.] object_get_class
     0.07%  python   libtorch_python.so                                 [.] torch::utils::is_numpy_scalar(_object*)
     0.07%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::Scalar const&, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>), &at::(anonymous namespace)::arange_start>, at::Tensor, c10::guts::typelist::typelist<c10::Scalar const&, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool> > >, at::Tensor (c10::Scalar const&, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, c10::Scalar const&, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.07%  python   libtorch_cpu.so                                    [.] torch::autograd::VariableType::(anonymous namespace)::checked_cast_variable(at::Tensor const&, char const*, int)
     0.07%  python   h5t.cpython-311-x86_64-linux-gnu.so                [.] __pyx_pw_4h5py_3h5t_21string_dtype
     0.07%  python   python3.11                                         [.] _in_weak_set
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000003f402e
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000031b54b
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000032acca
     0.07%  python   libtorch_cpu.so                                    [.] void std::_Optional_payload_base<c10::SymInt>::_M_construct<c10::SymInt const&>(c10::SymInt const&) [clone .isra.0]
     0.07%  python   libc.so.6                                          [.] __gconv_transform_utf8_internal
     0.07%  python   libc10.so                                          [.] void std::__introsort_loop<long*, long, __gnu_cxx::__ops::_Iter_comp_iter<c10::_compute_non_overlapping_and_dense<long>(c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(long, long)#1}> >(long*, long*, long, __gnu_cxx::__ops::_Iter_comp_iter<c10::_compute_non_overlapping_and_dense<long>(c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(long, long)#1}>)
     0.07%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::BlockPool::insert_into_blocks(c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*)
     0.07%  python   python3.11                                         [.] PyNumber_Remainder
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000041b4aa
     0.07%  python   python3.11                                         [.] siphash13
     0.07%  python   python3.11                                         [.] method_dealloc
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::mark_resize_outputs(at::TensorIteratorConfig const&)
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::can_use_32bit_indexing() const
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002e6107
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000020263d
     0.07%  python   libtorch_python.so                                 [.] torch::utils::maybe_initialize_device(c10::Device&) [clone .isra.0]
     0.07%  python   [unknown]                                          [k] 0xffffffff861d6511
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] ufunc_generic_fastcall
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000004542c6
     0.07%  python   libc10.so                                          [.] c10::monitor::GaugeHandle::record(long)
     0.07%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (at::Tensor&, at::Tensor const&, c10::Scalar const&), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA_Scalar_masked_fill_>, at::Tensor&, c10::guts::typelist::typelist<at::Tensor&, at::Tensor const&, c10::Scalar const&> >, at::Tensor& (at::Tensor&, at::Tensor const&, c10::Scalar const&)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor&, at::Tensor const&, c10::Scalar const&)
     0.07%  python   [unknown]                                          [k] 0xffffffff862595c1
     0.07%  python   python3.11                                         [.] PyObject_GetItem
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001b565a
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000041b19b
     0.07%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] dispatcher_vectorcall
     0.07%  python   libtorch_cuda.so                                   [.] at::native::eq_kernel_cuda(at::TensorIteratorBase&)
     0.07%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::BlockPool::erase_from_blocks(c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*) [clone .isra.0]
     0.07%  python   python3.11                                         [.] _PyDict_Contains_KnownHash
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::is_scalar(long) const
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::pow_Tensor_Scalar::redispatch(c10::DispatchKeySet, at::Tensor const&, c10::Scalar const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000034dd82
     0.07%  python   libtorch_python.so                                 [.] torch::autograd::applySlicing(at::Tensor const&, _object*, std::vector<at::Tensor, std::allocator<at::Tensor> >&, bool, c10::Device const&, std::optional<long> const&, long) [clone .constprop.0]
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000134b4ff
     0.07%  python   libhdf5.so.1000.0.0                                [.] H5O_close
     0.07%  python   libtorch_cpu.so                                    [.] c10::TensorImpl::empty_tensor_restride(c10::MemoryFormat)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000458e5a
     0.07%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::compute_mem_overlaps(at::TensorIteratorConfig const&)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000004b4129
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c72f2
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::to_dtype::call(at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>)
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::fft_ifft_out::call(at::Tensor const&, std::optional<c10::SymInt>, long, std::optional<std::basic_string_view<char, std::char_traits<char> > >, at::Tensor&)
     0.07%  python   python3.11                                         [.] _PyObject_GetMethod
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000001b8526
     0.07%  python   libc.so.6                                          [.] __memcmp_avx2_movbe
     0.07%  python   libc10.so                                          [.] c10::GradMode::is_enabled()
     0.07%  python   libc10_cuda.so                                     [.] std::pair<ska::detailv3::sherwood_v3_table<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, void*, std::hash<void*>, ska::detailv3::KeyOrValueHasher<void*, std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::hash<void*> >, std::equal_to<void*>, ska::detailv3::KeyOrValueEquality<void*, std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::equal_to<void*> >, std::allocator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, std::allocator<ska::detailv3::sherwood_v3_entry<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > > >::templated_iterator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, bool> ska::detailv3::sherwood_v3_table<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, void*, std::hash<void*>, ska::detailv3::KeyOrValueHasher<void*, std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::hash<void*> >, std::equal_to<void*>, ska::detailv3::KeyOrValueEquality<void*, std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::equal_to<void*> >, std::allocator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, std::allocator<ska::detailv3::sherwood_v3_entry<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > > >::emplace_new_key<void* const&, ska::flat_hash_map<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, std::hash<void*>, std::equal_to<void*>, std::allocator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > >::convertible_to_value>(signed char, ska::detailv3::sherwood_v3_entry<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >*, void* const&, ska::flat_hash_map<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, std::hash<void*>, std::equal_to<void*>, std::allocator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > >::convertible_to_value&&) [clone .isra.0]
     0.07%  python   libc10_cuda.so                                     [.] c10::cuda::CUDAKernelLaunchRegistry::has_failed() const@plt
     0.07%  python   libtorch_cpu.so                                    [.] at::native::resize_output(at::Tensor const&, c10::ArrayRef<long>)
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002c7233
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000001334818
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::fill__Scalar::call(at::Tensor&, c10::Scalar const&)
     0.07%  python   python3.11                                         [.] sys_audit_tstate
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000458d39
     0.07%  python   python3.11                                         [.] PyErr_Clear
     0.07%  python   libcuda.so.610.57.04                               [.] 0x000000000132cae1
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000301930
     0.07%  python   python3.11                                         [.] member_get
     0.07%  python   python3.11                                         [.] va_build_stack
     0.07%  python   libc.so.6                                          [.] __tzstring_len
     0.07%  python   libcuda.so.610.57.04                               [.] 0x00000000002994ec
     0.07%  python   libcuda.so.610.57.04                               [.] 0x0000000000452890
     0.07%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>), &torch::autograd::VariableType::(anonymous namespace)::_to_copy>, at::Tensor, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat> > >, at::Tensor (c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>)
     0.07%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::forceUncachedAllocator()
     0.07%  python   h5t.cpython-311-x86_64-linux-gnu.so                [.] __pyx_f_4h5py_3h5t__c_float
     0.07%  python   libtorch_cpu.so                                    [.] c10::fromIntArrayRefSlow(c10::ArrayRef<long>)
     0.07%  python   libc10.so                                          [.] c10::tls_debug_info::{lambda()#1}::_FUN()
     0.07%  python   libtorch_cpu.so                                    [.] at::_ops::abs_out::call(at::Tensor const&, at::Tensor&)@plt
     0.07%  python   python3.11                                         [.] listreviter_dealloc
     0.07%  python   libc10.so                                          [.] c10::TensorImpl::set_autograd_meta(std::unique_ptr<c10::AutogradMetaInterface, std::default_delete<c10::AutogradMetaInterface> >)
     0.07%  python   python3.11                                         [.] _sre_SRE_Pattern_match
     0.06%  python   python3.11                                         [.] bounded_lru_cache_wrapper
     0.06%  python   python3.11                                         [.] PyNumber_Add
     0.06%  python   libcuda.so.610.57.04                               [.] 0x000000000032ae8e
     0.06%  python   libtorch_cpu.so                                    [.] at::_ops::full::call(c10::ArrayRef<c10::SymInt>, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.06%  python   python3.11                                         [.] compiler_visit_expr
     0.05%  python   libcuda.so.610.57.04                               [.] 0x00000000002a3b90
     0.05%  python   python3.11                                         [.] star_targets_rule
     0.05%  python   [unknown]                                          [k] 0xffffffff86400ba0
     0.05%  python   libcuda.so.610.57.04                               [.] 0x0000000000457a71
     0.05%  python   python3.11                                         [.] PyMem_Calloc
     0.05%  python   python3.11                                         [.] bitwise_or_rule
     0.04%  python   [unknown]                                          [k] 0xffffffff85460b5a
     0.04%  python   libcuda.so.610.57.04                               [.] 0x000000000130b671
     0.04%  python   libcuda.so.610.57.04                               [.] 0x000000000028f31c
     0.04%  python   libcuda.so.610.57.04                               [.] 0x0000000000273948
     0.04%  python   libcuda.so.610.57.04                               [.] 0x000000000131306d
     0.03%  python   libc10.so                                          [.] c10::SymInt::release_() [clone .isra.0]
     0.03%  python   libcuda.so.610.57.04                               [.] 0x0000000000250f99
     0.03%  python   libcuda.so.610.57.04                               [.] 0x000000000130aec4
     0.03%  python   libcuda.so.610.57.04                               [.] 0x000000000130b373
     0.03%  python   [unknown]                                          [k] 0xffffffff853ff909
     0.03%  python   libcuda.so.610.57.04                               [.] 0x00000000002a3c6c
     0.03%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::numel() const
     0.03%  python   libcuda.so.610.57.04                               [.] 0x00000000004136a8
     0.03%  python   libcuda.so.610.57.04                               [.] 0x000000000130b6b8
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000013447f4
     0.02%  python   [unknown]                                          [k] 0xffffffff861b82e7
     0.02%  python   [unknown]                                          [k] 0xffffffff85432ad0
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000271c7e
     0.02%  python   [unknown]                                          [k] 0xffffffff851a6e49
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003f06e1
     0.02%  python   [unknown]                                          [k] 0xffffffff854609fd
     0.02%  python   [unknown]                                          [k] 0xffffffff85460cf1
     0.01%  python   [unknown]                                          [k] 0xffffffff861d9bb7


#
# (Cannot load tips.txt file, please install perf!)
#
