# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:u'
# Event count (approx.): 57353535767
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  .................................................  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _buffer_info_free
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334bdc
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031733c
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_AssignArray
     0.02%  python   libtorch_cuda.so                                   [.] c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::reset_not_null_(c10::TensorImpl*)
     0.02%  python   libc.so.6                                          [.] __GI___pthread_self
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b24e
     0.02%  python   libc10.so                                          [.] c10::TensorImpl::incref_pyobject() const
     0.02%  python   libtorch_python.so                                 [.] THPVariable_device(THPVariable*, void*)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000035c4b9
     0.02%  python   libtorch_cpu.so                                    [.] at::native::detach(at::Tensor const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000133510c
     0.02%  python   libtorch_cpu.so                                    [.] torch::autograd::isFwGradDefined(std::optional<at::Tensor> const&) [clone .constprop.0]
     0.02%  python   python3.11                                         [.] method_vectorcall_NOARGS
     0.02%  python   python3.11                                         [.] _PyUnicode_FromASCII
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::new_empty::call(at::Tensor const&, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::~TensorIteratorBase()
     0.02%  python   libtorch_python.so                                 [.] torch::autograd::THPVariable_stride(_object*, _object*, _object*)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334c70
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::t::call(at::Tensor const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000026cf9e
     0.02%  python   libtorch_cpu.so                                    [.] at::meta::resize_reduction(at::impl::MetaBase&, at::Tensor const&, c10::OptionalArrayRef<long>, bool, c10::ScalarType, bool)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c3af4
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002710c2
     0.02%  python   python3.11                                         [.] PySys_Audit
     0.02%  python   defs.cpython-311-x86_64-linux-gnu.so               [.] H5Dget_create_plist@plt
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000004183ac
     0.02%  python   python3.11                                         [.] PyCode_Addr2Line
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] gentype_alloc
     0.02%  python   libc.so.6                                          [.] __printf_buffer
     0.02%  python   libstdc++.so.6.0.32                                [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > const* std::__try_use_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&)
     0.02%  python   libtorch_cpu.so                                    [.] torch::autograd::as_view(at::Tensor const&, at::Tensor const&, bool, bool, std::unique_ptr<torch::autograd::ViewFunc, std::default_delete<torch::autograd::ViewFunc> >, std::function<at::Tensor (at::Tensor const&)>, torch::autograd::CreationMeta, bool)
     0.02%  python   [vdso]                                             [.] 0x0000000000000b3a
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::arange::redispatch(c10::DispatchKeySet, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000458d3c
     0.02%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::DeviceCachingAllocator::record_trace(c10::CachingDeviceAllocator::TraceEntry::Action, unsigned long, unsigned long, CUstream_st*, signed char, std::pair<unsigned long long, unsigned long long>, std::shared_ptr<c10::GatheredContext>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000041b495
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000271c74
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001bb6c1
     0.02%  python   [unknown]                                          [k] 0xffffffff86259838
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000026d686
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5D__chunk_lock
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002f85a9
     0.02%  python   libc.so.6                                          [.] clock_gettime@@GLIBC_2.17
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000035c453
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000041b841
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001349cc5
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b450
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000041b3b8
     0.02%  python   libtorch_cuda.so                                   [.] std::mutex::lock()
     0.02%  python   libstdc++.so.6.0.32                                [.] std::ios_base::_M_dispose_callbacks()
     0.02%  python   libtorch_cpu.so                                    [.] at::impl::PythonTorchFunctionTLS::exchange_skip_next(bool)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000301332
     0.02%  python   libtorch_cuda.so                                   [.] c10::TensorImpl::empty_tensor_restride(c10::MemoryFormat)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003314c1
     0.02%  python   python3.11                                         [.] cfunction_vectorcall_NOARGS
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334f57
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000271060
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000452d7a
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002918d9
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000004592c9
     0.02%  python   libstdc++.so.6.0.32                                [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001bb78c
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c74bf
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::index_Tensor::redispatch(c10::DispatchKeySet, at::Tensor const&, c10::List<std::optional<at::Tensor> > const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334ad2
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003314ec
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001fef83
     0.02%  python   libtorch_python.so                                 [.] torch::PythonArgs::scalar_slow(int)
     0.02%  python   libtorch_cpu.so                                    [.] std::vector<c10::SymInt, std::allocator<c10::SymInt> >::~vector()
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::mul_Tensor::call(at::Tensor const&, at::Tensor const&)
     0.02%  python   libtorch_cuda.so                                   [.] at::native::_fft_c2c_cufft_out(at::Tensor const&, c10::ArrayRef<long>, long, bool, at::Tensor&)
     0.02%  python   libtorch_cpu.so                                    [.] at::native::(anonymous namespace)::inferUnsqueezeGeometry_symint(at::Tensor const&, long)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000273abd
     0.02%  python   libcudart.so.13                                    [.] 0x000000000004220f
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001c7dd5
     0.02%  python   python3.11                                         [.] slice_dealloc
     0.02%  python   python3.11                                         [.] PyUnicode_FromString
     0.02%  python   libtorch_python.so                                 [.] torch::utils::aten_to_numpy_dtype(c10::ScalarType)
     0.02%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (at::Tensor const&), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA__nonzero>, at::Tensor, c10::guts::typelist::typelist<at::Tensor const&> >, at::Tensor (at::Tensor const&)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&)
     0.02%  python   libcudart.so.13                                    [.] 0x000000000003ddb1
     0.02%  python   libcudart.so.13                                    [.] 0x000000000003cc62
     0.02%  python   libtorch_python.so                                 [.] std::vector<at::Tensor, std::allocator<at::Tensor> >::resize(unsigned long)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000041b164
     0.02%  python   libtorch.so                                        [.] std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >::basic_ostringstream()
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000029954f
     0.02%  python   libtorch_cpu.so                                    [.] c10::SymInt::sym_le(c10::SymInt const&) const
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5FL_arr_malloc
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c72d1
     0.02%  python   python3.11                                         [.] _get_impl
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::reorder_dimensions()
     0.02%  python   libcudart.so.13                                    [.] 0x000000000008274b
     0.02%  python   libtorch_cpu.so                                    [.] torch::autograd::VariableType::(anonymous namespace)::mul_Tensor(c10::DispatchKeySet, at::Tensor const&, at::Tensor const&)
     0.02%  python   libtorch_cuda.so                                   [.] void at::native::gpu_kernel<__nv_hdl_wrapper_t<false, true, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&), &at::native::direct_copy_kernel_cuda, 18u>, c10::complex<float> (c10::complex<float>)> >(at::TensorIteratorBase&, __nv_hdl_wrapper_t<false, true, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&), &at::native::direct_copy_kernel_cuda, 18u>, c10::complex<float> (c10::complex<float>)> const&) [clone .isra.0]
     0.02%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (c10::DispatchKeySet, at::Tensor&, c10::Storage), &torch::autograd::VariableType::(anonymous namespace)::set__source_Storage>, at::Tensor&, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor&, c10::Storage> >, at::Tensor& (c10::DispatchKeySet, at::Tensor&, c10::Storage)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor&, c10::Storage)
     0.02%  python   libtorch_cpu.so                                    [.] c10::SymInt::release_() [clone .isra.0]
     0.02%  python   libtorch_cpu.so                                    [.] __tls_get_addr@plt
     0.02%  python   python3.11                                         [.] unicode_find
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b48c
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c72fe
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000418325
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::empty_strided::call(c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.02%  python   libtorch_python.so                                 [.] at::indexing::handleDimInMultiDimIndexing(at::Tensor const&, at::Tensor const&, at::indexing::TensorIndex const&, long*, long*, long, std::vector<at::Tensor, std::allocator<at::Tensor> >&, bool, c10::Device const&, std::optional<c10::ArrayRef<c10::SymInt> > const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b6ab
     0.02%  python   libstdc++.so.6.0.32                                [.] std::_Rb_tree_rebalance_for_erase(std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001b5618
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003ee374
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000013350e1
     0.02%  python   python3.11                                         [.] divrem1
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] DOUBLE_setitem
     0.02%  python   libtorch_cpu.so                                    [.] at::has_internal_overlap(c10::TensorImpl*)
     0.02%  python   libtorch_cpu.so                                    [.] torch::autograd::VariableType::(anonymous namespace)::add_Tensor(c10::DispatchKeySet, at::Tensor const&, at::Tensor const&, c10::Scalar const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001c1c50
     0.02%  python   libcufft.so.12                                     [.] cufftSetWorkArea
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] string_converter_helper
     0.02%  python   libtorch_python.so                                 [.] torch::autograd::set_grad_enabled(_object*, _object*, _object*)
     0.02%  python   libcudart.so.13                                    [.] cudaLaunchKernel
     0.02%  python   libcudart.so.13                                    [.] __cudaLaunchKernel
     0.02%  python   libc10.so                                          [.] c10::TensorImpl::has_storage() const
     0.02%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (at::Tensor&, c10::Storage), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA_source_Storage_set_>, at::Tensor&, c10::guts::typelist::typelist<at::Tensor&, c10::Storage> >, at::Tensor& (at::Tensor&, c10::Storage)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor&, c10::Storage)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334bcb
     0.02%  python   python3.11                                         [.] vectorcall_maybe.constprop.0
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] simple_cast_resolve_descriptors
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000021cd71
     0.02%  python   python3.11                                         [.] PyList_New
     0.02%  python   libtorch_python.so                                 [.] at::indexing::get_item(at::Tensor const&, c10::ArrayRef<at::indexing::TensorIndex> const&, bool)
     0.02%  python   libc10.so                                          [.] c10::SymBool::expect_true(char const*, long) const
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000032a903
     0.02%  python   cuda_utils.cpython-311-x86_64-linux-gnu.so         [.] extractArgs
     0.02%  python   libc.so.6                                          [.] __tz_convert
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003015c3
     0.02%  python   libmkl_def.so                                      [.] mkl_serv_libm_cos@plt
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001329c91
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003172d7
     0.02%  python   libtorch_cuda.so                                   [.] at::(anonymous namespace)::structured_special_shifted_chebyshev_polynomial_w_out_functional::maybe_get_output(long)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000458cdb
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000301866
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000021d34a
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000026ce6f
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000041b16f
     0.02%  python   python3.11                                         [.] _abc__abc_instancecheck
     0.02%  python   [unknown]                                          [k] 0xffffffff861da328
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002710fb
     0.02%  python   python3.11                                         [.] PyLong_AsLongLongAndOverflow
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001ff3c7
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5CX__pop_common
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000013130a1
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] FLOAT_add_FMA3__AVX2
     0.02%  python   libtorch_cpu.so                                    [.] at::native::clone(at::Tensor const&, std::optional<c10::MemoryFormat>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003ec4ec
     0.02%  python   python3.11                                         [.] meth_dealloc
     0.02%  python   libc10_cuda.so                                     [.] __tls_get_addr@plt
     0.02%  python   [unknown]                                          [k] 0xffffffff851a7c71
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000134b6be
     0.02%  python   libtorch_cpu.so                                    [.] torch::autograd::AutogradMeta::AutogradMeta(c10::TensorImpl*, bool, torch::autograd::Edge)
     0.02%  python   python3.11                                         [.] PySequence_Size
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001b825c
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003edb91
     0.02%  python   python3.11                                         [.] _copy_characters
     0.02%  python   [vdso]                                             [.] 0x0000000000000b3d
     0.02%  python   libtorch_python.so                                 [.] THPPointer<_object>::free()
     0.02%  python   python3.11                                         [.] PyDict_Size
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001b55b7
     0.02%  python   python3.11                                         [.] cell_dealloc
     0.02%  python   libtorch_cpu.so                                    [.] at::storage_copy(c10::Storage&, c10::Storage const&, bool)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001b847e
     0.02%  python   python3.11                                         [.] tuplegetter_traverse
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000032af0f
     0.02%  python   python3.11                                         [.] PyDict_SetItem
     0.02%  python   python3.11                                         [.] PySequence_Fast
     0.02%  python   libtorch_cpu.so                                    [.] at::meta::structured_add_Tensor::meta(at::Tensor const&, at::Tensor const&, c10::Scalar const&)
     0.02%  python   [vdso]                                             [.] 0x0000000000000ae0
     0.02%  python   libtorch_cpu.so                                    [.] at::Tensor c10::Dispatcher::redispatch<at::Tensor, at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt>(c10::TypedOperatorHandle<at::Tensor (at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt)> const&, c10::DispatchKeySet, at::Tensor const&, long, std::optional<c10::SymInt>, std::optional<c10::SymInt>, c10::SymInt) const [clone .isra.0]
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002f7def
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c751f
     0.02%  python   libtorch_cuda.so                                   [.] c10::TensorOptions::device() const
     0.02%  python   libtorch_python.so                                 [.] torch::PyWarningHandler::PyWarningHandler()
     0.02%  python   libtorch_cpu.so                                    [.] torch::autograd::VariableType::(anonymous namespace)::detach(c10::DispatchKeySet, at::Tensor const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002994d9
     0.02%  python   libtorch_python.so                                 [.] torch::autograd::dispatch_to(at::Tensor const&, c10::Device, bool, bool, std::optional<c10::MemoryFormat>)
     0.02%  python   libtorch_python.so                                 [.] torch::utils::is_numpy_available()
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001349d54
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] array_result_type
     0.02%  python   libtorch_cpu.so                                    [.] void at::native::checkInBoundsForStorage<long>(c10::ArrayRef<long>, c10::ArrayRef<long>, long, caffe2::TypeMeta const&, c10::Storage const&)
     0.02%  python   libtorch_cpu.so                                    [.] c10::DispatchKeyExtractor::setOperatorHasFallthroughForKey(c10::DispatchKey, bool)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002710b3
     0.02%  python   _datetime.cpython-311-x86_64-linux-gnu.so          [.] datetime_astimezone
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334c9c
     0.02%  python   libc10_cuda.so                                     [.] c10::cuda::impl::CUDAGuardImpl::uncheckedSetDevice(c10::Device) const
     0.02%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt), &torch::ADInplaceOrView::(anonymous namespace)::select_int>, at::Tensor, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt> >, at::Tensor (c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, long, c10::SymInt)
     0.02%  python   libtorch_cpu.so                                    [.] at::detail::check_size_nonnegative(c10::ArrayRef<long>)
     0.02%  python   libcudart.so.13                                    [.] 0x0000000000082823
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000134b551
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] FLOAT_divide_FMA3__AVX2
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b234
     0.02%  python   libtorch_cuda.so                                   [.] at::cuda::(anonymous namespace)::initCUDAContextVectors()
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001c7882
     0.02%  python   python3.11                                         [.] PyUnicode_Splitlines
     0.02%  python   libtorch_cpu.so                                    [.] at::detail::computeStorageNbytes(c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, c10::SymInt const&, c10::SymInt const&)
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::compute_shape(at::TensorIteratorConfig const&)
     0.02%  python   libc.so.6                                          [.] __memchr_avx2
     0.02%  python   libtorch_cpu.so                                    [.] at::internal::OpaqueOptionalTensorRef::~OpaqueOptionalTensorRef()
     0.02%  python   libc10.so                                          [.] c10::memoryProfilingEnabled()
     0.02%  python   python3.11                                         [.] tuplerichcompare
     0.02%  python   python3.11                                         [.] PyDict_GetItem
     0.02%  python   _objects.cpython-311-x86_64-linux-gnu.so           [.] __pyx_tp_new_4h5py_8_objects_ObjectID
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c74c8
     0.02%  python   libtorch_python.so                                 [.] c10::TensorImpl::device() const
     0.02%  python   libtorch_cpu.so                                    [.] at::impl::torch_function_mode_enabled()
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b3d2
     0.02%  python   python3.11                                         [.] PyObject_Str
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002f28ef
     0.02%  python   libtorch_cpu.so                                    [.] std::_Function_handler<at::Tensor (at::Tensor const&), torch::ADInplaceOrView::(anonymous namespace)::view_as_real(c10::DispatchKeySet, at::Tensor const&)::{lambda(at::Tensor const&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000273b9e
     0.02%  python   libtorch_cuda.so                                   [.] c10::cuda::impl::CUDAGuardImpl::uncheckedSetDevice(c10::Device) const
     0.02%  python   libtorch_cuda.so                                   [.] at::(anonymous namespace)::structured_ufunc_add_CUDA_functional::set_output_raw_strided(long, c10::ArrayRef<long>, c10::ArrayRef<long>, c10::TensorOptions)
     0.02%  python   libtorch_cuda.so                                   [.] at::native::(anonymous namespace)::_exec_fft(at::Tensor&, at::Tensor const&, c10::ArrayRef<long>, c10::ArrayRef<long>, bool) [clone .isra.0]
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000134b314
     0.02%  python   libcudart.so.13                                    [.] 0x000000000003741d
     0.02%  python   [vdso]                                             [.] 0x0000000000000b56
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000021c760
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000034dcc1
     0.02%  python   libtorch_python.so                                 [.] torch::autograd::THPVariable_le(_object*, _object*, _object*)
     0.02%  python   libcudart.so.13                                    [.] 0x0000000000028def
     0.02%  python   libtorch_python.so                                 [.] torch::autograd::THPVariable_set_(_object*, _object*, _object*)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000273b2b
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::set__source_Storage::call(at::Tensor&, c10::Storage)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000271c83
     0.02%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CompositeImplicitAutograd_dtype_to>, at::Tensor, c10::guts::typelist::typelist<at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat> > >, at::Tensor (at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b390
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000418201
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::div_Tensor::call(at::Tensor const&, at::Tensor const&)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000134a027
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000013354b1
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_Scalar
     0.02%  python   libtorch_cuda.so                                   [.] cudaError at_cuda_detail::cub::DeviceReduce::Sum<thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::use_default>, int*, long>(void*, unsigned long&, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::transform_iterator<at::native::(anonymous namespace)::NonZeroOp<bool>, bool const*, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::use_default, thrust::THRUST_300001_SM_750_800_860_900_1000_1200_NS::use_default>, int*, long, CUstream_st*) [clone .isra.0]
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] FLOAT_setitem
     0.02%  python   libtorch_cuda.so                                   [.] void at::native::gpu_kernel_impl_nocast<__nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&, float), &(void at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)), 1u>, float (float)> >(at::TensorIteratorBase&, __nv_hdl_wrapper_t<false, false, false, __nv_dl_tag<void (*)(at::TensorIteratorBase&, float), &(void at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)), 1u>, float (float)> const&)
     0.02%  python   python3.11                                         [.] object_get_class
     0.02%  python   libtorch_python.so                                 [.] torch::utils::is_numpy_scalar(_object*)
     0.02%  python   [unknown]                                          [k] 0xffffffff85067dc3
     0.02%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::Scalar const&, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>), &at::(anonymous namespace)::arange_start>, at::Tensor, c10::guts::typelist::typelist<c10::Scalar const&, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool> > >, at::Tensor (c10::Scalar const&, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, c10::Scalar const&, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
